n,area_type,y,value
Afghanistan,large_city,2066,0.74
Afghanistan,large_city,2067,0.74
Afghanistan,large_city,2068,0.74
Afghanistan,large_city,2069,0.74
Afghanistan,large_city,2070,0.74
Afghanistan,large_city,2071,0.74
Afghanistan,large_city,2072,0.74
Afghanistan,large_city,2073,0.74
Afghanistan,large_city,2074,0.74
Afghanistan,large_city,2075,0.74
Afghanistan,large_city,2076,0.74
Afghanistan,large_city,2077,0.74
Afghanistan,large_city,2078,0.74
Afghanistan,large_city,2079,0.74
Afghanistan,large_city,2080,0.74
Afghanistan,large_city,2081,0.74
Afghanistan,large_city,2082,0.74
Afghanistan,large_city,2083,0.74
Afghanistan,large_city,2084,0.74
Afghanistan,large_city,2085,0.74
Afghanistan,large_city,2086,0.74
Afghanistan,large_city,2087,0.74
Afghanistan,large_city,2088,0.74
Afghanistan,large_city,2089,0.74
Afghanistan,large_city,2090,0.74
Afghanistan,large_city,2091,0.74
Afghanistan,large_city,2092,0.74
Afghanistan,large_city,2093,0.74
Afghanistan,large_city,2094,0.74
Afghanistan,large_city,2095,0.74
Afghanistan,large_city,2096,0.74
Afghanistan,large_city,2097,0.74
Afghanistan,large_city,2098,0.74
Afghanistan,large_city,2099,0.74
Afghanistan,large_city,2100,0.74
Afghanistan,town,2011,0.1241
Afghanistan,town,2012,0.12146842105263159
Afghanistan,town,2013,0.11883684210526316
Afghanistan,town,2014,0.11620526315789474
Afghanistan,town,2015,0.11357368421052631
Afghanistan,town,2016,0.1109421052631579
Afghanistan,town,2017,0.10831052631578947
Afghanistan,town,2018,0.10567894736842105
Afghanistan,town,2019,0.10304736842105264
Afghanistan,town,2020,0.10041578947368421
Afghanistan,town,2021,0.09778421052631579
Afghanistan,town,2022,0.09515263157894738
Afghanistan,town,2023,0.09252105263157895
Afghanistan,town,2024,0.08988947368421052
Afghanistan,town,2025,0.08725789473684212
Afghanistan,town,2026,0.08462631578947369
Afghanistan,town,2027,0.08199473684210526
Afghanistan,town,2028,0.07936315789473684
Afghanistan,town,2029,0.07673157894736843
Afghanistan,town,2030,0.0741
Afghanistan,town,2031,0.07235
Afghanistan,town,2032,0.0706
Afghanistan,town,2033,0.06885
Afghanistan,town,2034,0.06709999999999999
Afghanistan,town,2035,0.06534999999999999
Afghanistan,town,2036,0.06359999999999999
Afghanistan,town,2037,0.061849999999999995
Afghanistan,town,2038,0.0601
Afghanistan,town,2039,0.05835
Afghanistan,town,2040,0.0566
Afghanistan,town,2041,0.054849999999999996
Afghanistan,town,2042,0.053099999999999994
Afghanistan,town,2043,0.05134999999999999
Afghanistan,town,2044,0.04959999999999999
Afghanistan,town,2045,0.04785
Afghanistan,town,2046,0.046099999999999995
Afghanistan,town,2047,0.044349999999999994
Afghanistan,town,2048,0.04259999999999999
Afghanistan,town,2049,0.04085
Afghanistan,town,2050,0.039099999999999996
Afghanistan,town,2051,0.039099999999999996
Afghanistan,town,2052,0.039099999999999996
Afghanistan,town,2053,0.039099999999999996
Afghanistan,town,2054,0.039099999999999996
Afghanistan,town,2055,0.039099999999999996
Afghanistan,town,2056,0.039099999999999996
Afghanistan,town,2057,0.039099999999999996
Afghanistan,town,2058,0.039099999999999996
Afghanistan,town,2059,0.039099999999999996
Afghanistan,town,2060,0.039099999999999996
Afghanistan,town,2061,0.039099999999999996
Afghanistan,town,2062,0.039099999999999996
Afghanistan,town,2063,0.039099999999999996
Afghanistan,town,2064,0.039099999999999996
Afghanistan,town,2065,0.039099999999999996
Afghanistan,town,2066,0.039099999999999996
Afghanistan,town,2067,0.039099999999999996
Afghanistan,town,2068,0.039099999999999996
Afghanistan,town,2069,0.039099999999999996
Afghanistan,town,2070,0.039099999999999996
Afghanistan,town,2071,0.039099999999999996
Afghanistan,town,2072,0.039099999999999996
Afghanistan,town,2073,0.039099999999999996
Afghanistan,town,2074,0.039099999999999996
Afghanistan,town,2075,0.039099999999999996
Afghanistan,town,2076,0.039099999999999996
Afghanistan,town,2077,0.039099999999999996
Afghanistan,town,2078,0.039099999999999996
Afghanistan,town,2079,0.039099999999999996
Afghanistan,town,2080,0.039099999999999996
Afghanistan,town,2081,0.039099999999999996
Afghanistan,town,2082,0.039099999999999996
Afghanistan,town,2083,0.039099999999999996
Afghanistan,town,2084,0.039099999999999996
Afghanistan,town,2085,0.039099999999999996
Afghanistan,town,2086,0.039099999999999996
Afghanistan,town,2087,0.039099999999999996
Afghanistan,town,2088,0.039099999999999996
Afghanistan,town,2089,0.039099999999999996
Afghanistan,town,2090,0.039099999999999996
Afghanistan,town,2091,0.039099999999999996
Afghanistan,town,2092,0.039099999999999996
Afghanistan,town,2093,0.039099999999999996
Afghanistan,town,2094,0.039099999999999996
Afghanistan,town,2095,0.039099999999999996
Afghanistan,town,2096,0.039099999999999996
Afghanistan,town,2097,0.039099999999999996
Afghanistan,town,2098,0.039099999999999996
Afghanistan,town,2099,0.039099999999999996
Afghanistan,town,2100,0.039099999999999996
Bangladesh,city,2011,0.3
Bangladesh,city,2012,0.29736842105263156
Bangladesh,city,2013,0.29473684210526313
Bangladesh,city,2014,0.2921052631578947
Bangladesh,city,2015,0.2894736842105263
Bangladesh,city,2016,0.2868421052631579
Bangladesh,city,2017,0.28421052631578947
Bangladesh,city,2018,0.28157894736842104
Bangladesh,city,2019,0.2789473684210526
Bangladesh,city,2020,0.2763157894736842
Bangladesh,city,2021,0.2736842105263158
Bangladesh,city,2022,0.2710526315789474
Bangladesh,city,2023,0.26842105263157895
Bangladesh,city,2024,0.2657894736842105
Bangladesh,city,2025,0.2631578947368421
Bangladesh,city,2026,0.26052631578947366
Bangladesh,city,2027,0.2578947368421053
Bangladesh,city,2028,0.25526315789473686
Bangladesh,city,2029,0.25263157894736843
Bangladesh,city,2030,0.25
Bangladesh,city,2031,0.24825
Bangladesh,city,2032,0.2465
Bangladesh,city,2033,0.24475
Bangladesh,city,2034,0.243
Bangladesh,city,2035,0.24125
Bangladesh,city,2036,0.2395
Bangladesh,city,2037,0.23775
Bangladesh,city,2038,0.236
Bangladesh,city,2039,0.23424999999999999
Bangladesh,city,2040,0.23249999999999998
Bangladesh,city,2041,0.23075
Bangladesh,city,2042,0.22899999999999998
Bangladesh,city,2043,0.22725
Bangladesh,city,2044,0.2255
Bangladesh,city,2045,0.22375
Bangladesh,city,2046,0.222
Bangladesh,city,2047,0.22025
Bangladesh,city,2048,0.2185
Bangladesh,city,2049,0.21675
Bangladesh,city,2050,0.215
Bangladesh,city,2051,0.215
Bangladesh,city,2052,0.215
Bangladesh,city,2053,0.215
Bangladesh,city,2054,0.215
Bangladesh,city,2055,0.215
Bangladesh,city,2056,0.215
Bangladesh,city,2057,0.215
Bangladesh,city,2058,0.215
Bangladesh,city,2059,0.215
Bangladesh,city,2060,0.215
Bangladesh,city,2061,0.215
Bangladesh,city,2062,0.215
Bangladesh,city,2063,0.215
Bangladesh,city,2064,0.215
Bangladesh,city,2065,0.215
Bangladesh,city,2066,0.215
Bangladesh,city,2067,0.215
Bangladesh,city,2068,0.215
Bangladesh,city,2069,0.215
Bangladesh,city,2070,0.215
Bangladesh,city,2071,0.215
Bangladesh,city,2072,0.215
Bangladesh,city,2073,0.215
Bangladesh,city,2074,0.215
Bangladesh,city,2075,0.215
Bangladesh,city,2076,0.215
Bangladesh,city,2077,0.215
Bangladesh,city,2078,0.215
Bangladesh,city,2079,0.215
Bangladesh,city,2080,0.215
Bangladesh,city,2081,0.215
Bangladesh,city,2082,0.215
Bangladesh,city,2083,0.215
Bangladesh,city,2084,0.215
Bangladesh,city,2085,0.215
Bangladesh,city,2086,0.215
Bangladesh,city,2087,0.215
Bangladesh,city,2088,0.215
Bangladesh,city,2089,0.215
Bangladesh,city,2090,0.215
Bangladesh,city,2091,0.215
Bangladesh,city,2092,0.215
Bangladesh,city,2093,0.215
Bangladesh,city,2094,0.215
Bangladesh,city,2095,0.215
Bangladesh,city,2096,0.215
Bangladesh,city,2097,0.215
Bangladesh,city,2098,0.215
Bangladesh,city,2099,0.215
Bangladesh,city,2100,0.215
Bangladesh,large_city,2011,0.34
Bangladesh,large_city,2012,0.3452631578947369
Bangladesh,large_city,2013,0.3505263157894737
Bangladesh,large_city,2014,0.35578947368421054
Bangladesh,large_city,2015,0.3610526315789474
Bangladesh,large_city,2016,0.36631578947368426
Bangladesh,large_city,2017,0.37157894736842106
Bangladesh,large_city,2018,0.3768421052631579
Bangladesh,large_city,2019,0.3821052631578948
Bangladesh,large_city,2020,0.38736842105263164
Bangladesh,large_city,2021,0.39263157894736844
Bangladesh,large_city,2022,0.3978947368421053
Bangladesh,large_city,2023,0.40315789473684216
Bangladesh,large_city,2024,0.408421052631579
Bangladesh,large_city,2025,0.4136842105263158
Bangladesh,large_city,2026,0.4189473684210527
Bangladesh,large_city,2027,0.42421052631578954
Bangladesh,large_city,2028,0.42947368421052634
Bangladesh,large_city,2029,0.4347368421052632
Bangladesh,large_city,2030,0.44000000000000006
Bangladesh,large_city,2031,0.44350000000000006
Bangladesh,large_city,2032,0.44700000000000006
Bangladesh,large_city,2033,0.45050000000000007
Bangladesh,large_city,2034,0.45400000000000007
Bangladesh,large_city,2035,0.4575
Bangladesh,large_city,2036,0.461
Bangladesh,large_city,2037,0.4645
Bangladesh,large_city,2038,0.468
Bangladesh,large_city,2039,0.47150000000000003
Bangladesh,large_city,2040,0.47500000000000003
Bangladesh,large_city,2041,0.47850000000000004
Bangladesh,large_city,2042,0.48200000000000004
Bangladesh,large_city,2043,0.48550000000000004
Bangladesh,large_city,2044,0.48900000000000005
Bangladesh,large_city,2045,0.49250000000000005
Bangladesh,large_city,2046,0.496
Bangladesh,large_city,2047,0.4995
Bangladesh,large_city,2048,0.503
Bangladesh,large_city,2049,0.5065
Bangladesh,large_city,2050,0.51
Bangladesh,large_city,2051,0.51
Bangladesh,large_city,2052,0.51
Bangladesh,large_city,2053,0.51
Bangladesh,large_city,2054,0.51
Bangladesh,large_city,2055,0.51
Bangladesh,large_city,2056,0.51
Bangladesh,large_city,2057,0.51
Bangladesh,large_city,2058,0.51
Bangladesh,large_city,2059,0.51
Bangladesh,large_city,2060,0.51
Bangladesh,large_city,2061,0.51
Bangladesh,large_city,2062,0.51
Bangladesh,large_city,2063,0.51
Bangladesh,large_city,2064,0.51
Bangladesh,large_city,2065,0.51
Bangladesh,large_city,2066,0.51
Bangladesh,large_city,2067,0.51
Bangladesh,large_city,2068,0.51
Bangladesh,large_city,2069,0.51
Bangladesh,large_city,2070,0.51
Bangladesh,large_city,2071,0.51
Bangladesh,large_city,2072,0.51
Bangladesh,large_city,2073,0.51
Bangladesh,large_city,2074,0.51
Bangladesh,large_city,2075,0.51
Bangladesh,large_city,2076,0.51
Bangladesh,large_city,2077,0.51
Bangladesh,large_city,2078,0.51
Bangladesh,large_city,2079,0.51
Bangladesh,large_city,2080,0.51
Bangladesh,large_city,2081,0.51
Bangladesh,large_city,2082,0.51
Bangladesh,large_city,2083,0.51
Bangladesh,large_city,2084,0.51
Bangladesh,large_city,2085,0.51
Bangladesh,large_city,2086,0.51
Bangladesh,large_city,2087,0.51
Bangladesh,large_city,2088,0.51
Bangladesh,large_city,2089,0.51
Bangladesh,large_city,2090,0.51
Bangladesh,large_city,2091,0.51
Bangladesh,large_city,2092,0.51
Bangladesh,large_city,2093,0.51
Bangladesh,large_city,2094,0.51
Bangladesh,large_city,2095,0.51
Bangladesh,large_city,2096,0.51
Bangladesh,large_city,2097,0.51
Bangladesh,large_city,2098,0.51
Bangladesh,large_city,2099,0.51
Bangladesh,large_city,2100,0.51
Bangladesh,town,2011,0.36
Bangladesh,town,2012,0.35736842105263156
Bangladesh,town,2013,0.35473684210526313
Bangladesh,town,2014,0.3521052631578947
Bangladesh,town,2015,0.3494736842105263
Bangladesh,town,2016,0.3468421052631579
Bangladesh,town,2017,0.34421052631578947
Bangladesh,town,2018,0.34157894736842104
Bangladesh,town,2019,0.3389473684210526
Bangladesh,town,2020,0.3363157894736842
Bangladesh,town,2021,0.3336842105263158
Bangladesh,town,2022,0.3310526315789474
Bangladesh,town,2023,0.32842105263157895
Bangladesh,town,2024,0.3257894736842105
Bangladesh,town,2025,0.3231578947368421
Bangladesh,town,2026,0.32052631578947366
Bangladesh,town,2027,0.31789473684210523
Bangladesh,town,2028,0.31526315789473686
Bangladesh,town,2029,0.3126315789473684
Bangladesh,town,2030,0.31
Bangladesh,town,2031,0.30825
Bangladesh,town,2032,0.3065
Bangladesh,town,2033,0.30475
Bangladesh,town,2034,0.303
Bangladesh,town,2035,0.30125
Bangladesh,town,2036,0.2995
Bangladesh,town,2037,0.29775
Bangladesh,town,2038,0.296
Bangladesh,town,2039,0.29425
Bangladesh,town,2040,0.2925
Bangladesh,town,2041,0.29075
Bangladesh,town,2042,0.28900000000000003
Bangladesh,town,2043,0.28725
Bangladesh,town,2044,0.28550000000000003
Bangladesh,town,2045,0.28375
Bangladesh,town,2046,0.28200000000000003
Bangladesh,town,2047,0.28025
Bangladesh,town,2048,0.2785
Bangladesh,town,2049,0.27675000000000005
Bangladesh,town,2050,0.275
Bangladesh,town,2051,0.275
Bangladesh,town,2052,0.275
Bangladesh,town,2053,0.275
Bangladesh,town,2054,0.275
Bangladesh,town,2055,0.275
Bangladesh,town,2056,0.275
Bangladesh,town,2057,0.275
Bangladesh,town,2058,0.275
Bangladesh,town,2059,0.275
Bangladesh,town,2060,0.275
Bangladesh,town,2061,0.275
Bangladesh,town,2062,0.275
Bangladesh,town,2063,0.275
Bangladesh,town,2064,0.275
Bangladesh,town,2065,0.275
Bangladesh,town,2066,0.275
Bangladesh,town,2067,0.275
Bangladesh,town,2068,0.275
Bangladesh,town,2069,0.275
Bangladesh,town,2070,0.275
Bangladesh,town,2071,0.275
Bangladesh,town,2072,0.275
Bangladesh,town,2073,0.275
Bangladesh,town,2074,0.275
Bangladesh,town,2075,0.275
Bangladesh,town,2076,0.275
Bangladesh,town,2077,0.275
Bangladesh,town,2078,0.275
Bangladesh,town,2079,0.275
Bangladesh,town,2080,0.275
Bangladesh,town,2081,0.275
Bangladesh,town,2082,0.275
Bangladesh,town,2083,0.275
Bangladesh,town,2084,0.275
Bangladesh,town,2085,0.275
Bangladesh,town,2086,0.275
Bangladesh,town,2087,0.275
Bangladesh,town,2088,0.275
Bangladesh,town,2089,0.275
Bangladesh,town,2090,0.275
Bangladesh,town,2091,0.275
Bangladesh,town,2092,0.275
Bangladesh,town,2093,0.275
Bangladesh,town,2094,0.275
Bangladesh,town,2095,0.275
Bangladesh,town,2096,0.275
Bangladesh,town,2097,0.275
Bangladesh,town,2098,0.275
Bangladesh,town,2099,0.275
Bangladesh,town,2100,0.275
Bhutan,city,2011,0.33
Bhutan,city,2012,0.3273684210526316
Bhutan,city,2013,0.32473684210526316
Bhutan,city,2014,0.32210526315789473
Bhutan,city,2015,0.31947368421052635
Bhutan,city,2016,0.3168421052631579
Bhutan,city,2017,0.3142105263157895
Bhutan,city,2018,0.31157894736842107
Bhutan,city,2019,0.30894736842105264
Bhutan,city,2020,0.3063157894736842
Bhutan,city,2021,0.30368421052631583
Bhutan,city,2022,0.3010526315789474
Bhutan,city,2023,0.298421052631579
Bhutan,city,2024,0.29578947368421055
Bhutan,city,2025,0.2931578947368421
Bhutan,city,2026,0.2905263157894737
Bhutan,city,2027,0.2878947368421053
Bhutan,city,2028,0.2852631578947369
Bhutan,city,2029,0.28263157894736846
Bhutan,city,2030,0.28
Bhutan,city,2031,0.27825000000000005
Bhutan,city,2032,0.2765
Bhutan,city,2033,0.27475000000000005
Bhutan,city,2034,0.273
Bhutan,city,2035,0.27125000000000005
Bhutan,city,2036,0.2695
Bhutan,city,2037,0.26775000000000004
Bhutan,city,2038,0.266
Bhutan,city,2039,0.26425000000000004
Bhutan,city,2040,0.2625
Bhutan,city,2041,0.26075000000000004
Bhutan,city,2042,0.259
Bhutan,city,2043,0.25725000000000003
Bhutan,city,2044,0.2555
Bhutan,city,2045,0.25375000000000003
Bhutan,city,2046,0.252
Bhutan,city,2047,0.25025000000000003
Bhutan,city,2048,0.24850000000000003
Bhutan,city,2049,0.24675000000000002
Bhutan,city,2050,0.24500000000000002
Bhutan,city,2051,0.24500000000000002
Bhutan,city,2052,0.24500000000000002
Bhutan,city,2053,0.24500000000000002
Bhutan,city,2054,0.24500000000000002
Bhutan,city,2055,0.24500000000000002
Bhutan,city,2056,0.24500000000000002
Bhutan,city,2057,0.24500000000000002
Bhutan,city,2058,0.24500000000000002
Bhutan,city,2059,0.24500000000000002
Bhutan,city,2060,0.24500000000000002
Bhutan,city,2061,0.24500000000000002
Bhutan,city,2062,0.24500000000000002
Bhutan,city,2063,0.24500000000000002
Bhutan,city,2064,0.24500000000000002
Bhutan,city,2065,0.24500000000000002
Bhutan,city,2066,0.24500000000000002
Bhutan,city,2067,0.24500000000000002
Bhutan,city,2068,0.24500000000000002
Bhutan,city,2069,0.24500000000000002
Bhutan,city,2070,0.24500000000000002
Bhutan,city,2071,0.24500000000000002
Bhutan,city,2072,0.24500000000000002
Bhutan,city,2073,0.24500000000000002
Bhutan,city,2074,0.24500000000000002
Bhutan,city,2075,0.24500000000000002
Bhutan,city,2076,0.24500000000000002
Bhutan,city,2077,0.24500000000000002
Bhutan,city,2078,0.24500000000000002
Bhutan,city,2079,0.24500000000000002
Bhutan,city,2080,0.24500000000000002
Bhutan,city,2081,0.24500000000000002
Bhutan,city,2082,0.24500000000000002
Bhutan,city,2083,0.24500000000000002
Bhutan,city,2084,0.24500000000000002
Bhutan,city,2085,0.24500000000000002
Bhutan,city,2086,0.24500000000000002
Bhutan,city,2087,0.24500000000000002
Bhutan,city,2088,0.24500000000000002
Bhutan,city,2089,0.24500000000000002
Bhutan,city,2090,0.24500000000000002
Bhutan,city,2091,0.24500000000000002
Bhutan,city,2092,0.24500000000000002
Bhutan,city,2093,0.24500000000000002
Bhutan,city,2094,0.24500000000000002
Bhutan,city,2095,0.24500000000000002
Bhutan,city,2096,0.24500000000000002
Bhutan,city,2097,0.24500000000000002
Bhutan,city,2098,0.24500000000000002
Bhutan,city,2099,0.24500000000000002
Bhutan,city,2100,0.24500000000000002
Bhutan,large_city,2011,0.414
Bhutan,large_city,2012,0.41926315789473684
Bhutan,large_city,2013,0.42452631578947364
Bhutan,large_city,2014,0.4297894736842105
Bhutan,large_city,2015,0.43505263157894736
Bhutan,large_city,2016,0.4403157894736842
Bhutan,large_city,2017,0.445578947368421
Bhutan,large_city,2018,0.4508421052631579
Bhutan,large_city,2019,0.45610526315789474
Bhutan,large_city,2020,0.4613684210526316
Bhutan,large_city,2021,0.4666315789473684
Bhutan,large_city,2022,0.47189473684210526
Bhutan,large_city,2023,0.4771578947368421
Bhutan,large_city,2024,0.482421052631579
Bhutan,large_city,2025,0.4876842105263158
Bhutan,large_city,2026,0.49294736842105263
Bhutan,large_city,2027,0.4982105263157895
Bhutan,large_city,2028,0.5034736842105263
Bhutan,large_city,2029,0.5087368421052632
Bhutan,large_city,2030,0.514
Bhutan,large_city,2031,0.5175000000000001
Bhutan,large_city,2032,0.521
Bhutan,large_city,2033,0.5245
Bhutan,large_city,2034,0.528
Bhutan,large_city,2035,0.5315000000000001
Bhutan,large_city,2036,0.535
Bhutan,large_city,2037,0.5385
Bhutan,large_city,2038,0.542
Bhutan,large_city,2039,0.5455000000000001
Bhutan,large_city,2040,0.549
Bhutan,large_city,2041,0.5525
Bhutan,large_city,2042,0.556
Bhutan,large_city,2043,0.5595000000000001
Bhutan,large_city,2044,0.5630000000000001
Bhutan,large_city,2045,0.5665
Bhutan,large_city,2046,0.5700000000000001
Bhutan,large_city,2047,0.5735000000000001
Bhutan,large_city,2048,0.5770000000000001
Bhutan,large_city,2049,0.5805
Bhutan,large_city,2050,0.5840000000000001
Bhutan,large_city,2051,0.5840000000000001
Bhutan,large_city,2052,0.5840000000000001
Bhutan,large_city,2053,0.5840000000000001
Bhutan,large_city,2054,0.5840000000000001
Bhutan,large_city,2055,0.5840000000000001
Bhutan,large_city,2056,0.5840000000000001
Bhutan,large_city,2057,0.5840000000000001
Bhutan,large_city,2058,0.5840000000000001
Bhutan,large_city,2059,0.5840000000000001
Bhutan,large_city,2060,0.5840000000000001
Bhutan,large_city,2061,0.5840000000000001
Bhutan,large_city,2062,0.5840000000000001
Bhutan,large_city,2063,0.5840000000000001
Bhutan,large_city,2064,0.5840000000000001
Bhutan,large_city,2065,0.5840000000000001
Bhutan,large_city,2066,0.5840000000000001
Bhutan,large_city,2067,0.5840000000000001
Bhutan,large_city,2068,0.5840000000000001
Bhutan,large_city,2069,0.5840000000000001
Bhutan,large_city,2070,0.5840000000000001
Bhutan,large_city,2071,0.5840000000000001
Bhutan,large_city,2072,0.5840000000000001
Bhutan,large_city,2073,0.5840000000000001
Bhutan,large_city,2074,0.5840000000000001
Bhutan,large_city,2075,0.5840000000000001
Bhutan,large_city,2076,0.5840000000000001
Bhutan,large_city,2077,0.5840000000000001
Bhutan,large_city,2078,0.5840000000000001
Bhutan,large_city,2079,0.5840000000000001
Bhutan,large_city,2080,0.5840000000000001
Bhutan,large_city,2081,0.5840000000000001
Bhutan,large_city,2082,0.5840000000000001
Bhutan,large_city,2083,0.5840000000000001
Bhutan,large_city,2084,0.5840000000000001
Bhutan,large_city,2085,0.5840000000000001
Bhutan,large_city,2086,0.5840000000000001
Bhutan,large_city,2087,0.5840000000000001
Bhutan,large_city,2088,0.5840000000000001
Bhutan,large_city,2089,0.5840000000000001
Bhutan,large_city,2090,0.5840000000000001
Bhutan,large_city,2091,0.5840000000000001
Bhutan,large_city,2092,0.5840000000000001
Bhutan,large_city,2093,0.5840000000000001
Bhutan,large_city,2094,0.5840000000000001
Bhutan,large_city,2095,0.5840000000000001
Bhutan,large_city,2096,0.5840000000000001
Bhutan,large_city,2097,0.5840000000000001
Bhutan,large_city,2098,0.5840000000000001
Bhutan,large_city,2099,0.5840000000000001
Bhutan,large_city,2100,0.5840000000000001
Bhutan,town,2011,0.256
Bhutan,town,2012,0.2533684210526316
Bhutan,town,2013,0.25073684210526315
Bhutan,town,2014,0.24810526315789475
Bhutan,town,2015,0.24547368421052632
Bhutan,town,2016,0.24284210526315791
Bhutan,town,2017,0.24021052631578949
Bhutan,town,2018,0.23757894736842106
