trip_dist,area_type,y,n,value
21_30,town,2051,Bangladesh,3.469459972963271
31_50,city,2051,Bangladesh,4.100270877138411
31_50,large_city,2051,Bangladesh,4.7310817813135495
31_50,rural,2051,Bangladesh,2.434930090116041
31_50,town,2051,Bangladesh,3.469459972963271
51+,city,2051,Bangladesh,4.100270877138411
51+,large_city,2051,Bangladesh,4.7310817813135495
51+,rural,2051,Bangladesh,2.434930090116041
51+,town,2051,Bangladesh,3.469459972963271
No_travel,city,2051,Bangladesh,4.100270877138411
No_travel,large_city,2051,Bangladesh,4.7310817813135495
No_travel,rural,2051,Bangladesh,2.434930090116041
No_travel,town,2051,Bangladesh,3.469459972963271
00_01,city,2052,Bangladesh,4.123792095265353
00_01,large_city,2052,Bangladesh,4.758221648383098
00_01,rural,2052,Bangladesh,2.4488980750345024
00_01,town,2052,Bangladesh,3.4893625421476067
02_05,city,2052,Bangladesh,4.123792095265353
02_05,large_city,2052,Bangladesh,4.758221648383098
02_05,rural,2052,Bangladesh,2.4488980750345024
02_05,town,2052,Bangladesh,3.4893625421476067
06_10,city,2052,Bangladesh,4.123792095265353
06_10,large_city,2052,Bangladesh,4.758221648383098
06_10,rural,2052,Bangladesh,2.4488980750345024
06_10,town,2052,Bangladesh,3.4893625421476067
11_20,city,2052,Bangladesh,4.123792095265353
11_20,large_city,2052,Bangladesh,4.758221648383098
11_20,rural,2052,Bangladesh,2.4488980750345024
11_20,town,2052,Bangladesh,3.4893625421476067
21_30,city,2052,Bangladesh,4.123792095265353
21_30,large_city,2052,Bangladesh,4.758221648383098
21_30,rural,2052,Bangladesh,2.4488980750345024
21_30,town,2052,Bangladesh,3.4893625421476067
31_50,city,2052,Bangladesh,4.123792095265353
31_50,large_city,2052,Bangladesh,4.758221648383098
31_50,rural,2052,Bangladesh,2.4488980750345024
31_50,town,2052,Bangladesh,3.4893625421476067
51+,city,2052,Bangladesh,4.123792095265353
51+,large_city,2052,Bangladesh,4.758221648383098
51+,rural,2052,Bangladesh,2.4488980750345024
51+,town,2052,Bangladesh,3.4893625421476067
No_travel,city,2052,Bangladesh,4.123792095265353
No_travel,large_city,2052,Bangladesh,4.758221648383098
No_travel,rural,2052,Bangladesh,2.4488980750345024
No_travel,town,2052,Bangladesh,3.4893625421476067
00_01,city,2053,Bangladesh,4.147313313392296
00_01,large_city,2053,Bangladesh,4.785361515452648
00_01,rural,2053,Bangladesh,2.4628660599529635
00_01,town,2053,Bangladesh,3.5092651113319433
02_05,city,2053,Bangladesh,4.147313313392296
02_05,large_city,2053,Bangladesh,4.785361515452648
02_05,rural,2053,Bangladesh,2.4628660599529635
02_05,town,2053,Bangladesh,3.5092651113319433
06_10,city,2053,Bangladesh,4.147313313392296
06_10,large_city,2053,Bangladesh,4.785361515452648
06_10,rural,2053,Bangladesh,2.4628660599529635
06_10,town,2053,Bangladesh,3.5092651113319433
11_20,city,2053,Bangladesh,4.147313313392296
11_20,large_city,2053,Bangladesh,4.785361515452648
11_20,rural,2053,Bangladesh,2.4628660599529635
11_20,town,2053,Bangladesh,3.5092651113319433
21_30,city,2053,Bangladesh,4.147313313392296
21_30,large_city,2053,Bangladesh,4.785361515452648
21_30,rural,2053,Bangladesh,2.4628660599529635
21_30,town,2053,Bangladesh,3.5092651113319433
31_50,city,2053,Bangladesh,4.147313313392296
31_50,large_city,2053,Bangladesh,4.785361515452648
31_50,rural,2053,Bangladesh,2.4628660599529635
31_50,town,2053,Bangladesh,3.5092651113319433
51+,city,2053,Bangladesh,4.147313313392296
51+,large_city,2053,Bangladesh,4.785361515452648
51+,rural,2053,Bangladesh,2.4628660599529635
51+,town,2053,Bangladesh,3.5092651113319433
No_travel,city,2053,Bangladesh,4.147313313392296
No_travel,large_city,2053,Bangladesh,4.785361515452648
No_travel,rural,2053,Bangladesh,2.4628660599529635
No_travel,town,2053,Bangladesh,3.5092651113319433
00_01,city,2054,Bangladesh,4.170834531519238
00_01,large_city,2054,Bangladesh,4.812501382522197
00_01,rural,2054,Bangladesh,2.4768340448714246
00_01,town,2054,Bangladesh,3.529167680516279
02_05,city,2054,Bangladesh,4.170834531519238
02_05,large_city,2054,Bangladesh,4.812501382522197
02_05,rural,2054,Bangladesh,2.4768340448714246
02_05,town,2054,Bangladesh,3.529167680516279
06_10,city,2054,Bangladesh,4.170834531519238
06_10,large_city,2054,Bangladesh,4.812501382522197
06_10,rural,2054,Bangladesh,2.4768340448714246
06_10,town,2054,Bangladesh,3.529167680516279
11_20,city,2054,Bangladesh,4.170834531519238
11_20,large_city,2054,Bangladesh,4.812501382522197
11_20,rural,2054,Bangladesh,2.4768340448714246
11_20,town,2054,Bangladesh,3.529167680516279
21_30,city,2054,Bangladesh,4.170834531519238
21_30,large_city,2054,Bangladesh,4.812501382522197
21_30,rural,2054,Bangladesh,2.4768340448714246
21_30,town,2054,Bangladesh,3.529167680516279
31_50,city,2054,Bangladesh,4.170834531519238
31_50,large_city,2054,Bangladesh,4.812501382522197
