n,y,value
Afghanistan,2011,1.0
Afghanistan,2012,1.0144168722664826
Afghanistan,2013,1.018074707492829
Afghanistan,2014,1.0162707647821423
Afghanistan,2015,1.013237201536054
Afghanistan,2016,1.0125653142529234
Afghanistan,2017,1.0121390288420813
Afghanistan,2018,1.0089979880976738
Afghanistan,2019,1.0107051658097883
Afghanistan,2020,1.0006845205881227
Afghanistan,2025,1.0089730663903762
Afghanistan,2030,1.040993954007198
Afghanistan,2035,1.0789707015183032
Afghanistan,2040,1.1211512230296072
Afghanistan,2045,1.1657672076993049
Afghanistan,2050,1.2114342802264575
Afghanistan,2055,1.25717983345905
Afghanistan,2060,1.3022678539325558
Afghanistan,2065,1.3461561971134284
Afghanistan,2070,1.3886271594410848
Afghanistan,2075,1.4293352399609096
Afghanistan,2080,1.4682464281337309
Afghanistan,2085,1.505225803710917
Afghanistan,2090,1.5397247752864474
Afghanistan,2095,1.5716144260042342
Afghanistan,2100,1.6010772423952002
Bangladesh,2011,1.0
Bangladesh,2012,1.0084583949462318
Bangladesh,2013,1.0161205881689988
Bangladesh,2014,1.0239337634083083
Bangladesh,2015,1.0326610992500063
Bangladesh,2016,1.0422710753445663
Bangladesh,2017,1.0510591671632068
Bangladesh,2018,1.0612249722703473
Bangladesh,2019,1.0724375938725423
Bangladesh,2020,1.0763525482774357
Bangladesh,2025,1.1359737208612617
Bangladesh,2030,1.1787612837576225
Bangladesh,2035,1.2197334081372107
Bangladesh,2040,1.259120985870631
Bangladesh,2045,1.2964794190106466
Bangladesh,2050,1.331606829266074
Bangladesh,2055,1.364515040606754
Bangladesh,2060,1.3954395989209971
Bangladesh,2065,1.424595453371017
Bangladesh,2070,1.4521264606634632
Bangladesh,2075,1.478110606715258
Bangladesh,2080,1.5018825773624849
Bangladesh,2085,1.5236220737084418
Bangladesh,2090,1.5431231193617314
Bangladesh,2095,1.5611605226061407
Bangladesh,2100,1.5781590233576732
Bhutan,2011,1.0
Bhutan,2012,1.0054662978228903
Bhutan,2013,1.0065614203955144
Bhutan,2014,1.013061453134354
Bhutan,2015,1.0229305311949888
Bhutan,2016,1.0329166759328345
Bhutan,2017,1.0379096540607196
Bhutan,2018,1.042584866614815
Bhutan,2019,1.0492674498380086
Bhutan,2020,1.0328754564871097
Bhutan,2025,1.0562973888036362
Bhutan,2030,1.0901823368633978
Bhutan,2035,1.121058888528112
Bhutan,2040,1.1507354489881523
Bhutan,2045,1.1793520172462268
Bhutan,2050,1.206802003295855
Bhutan,2055,1.2328674615356163
Bhutan,2060,1.2574413454145388
Bhutan,2065,1.2805014206900833
Bhutan,2070,1.3020385185737129
Bhutan,2075,1.3219848618180299
Bhutan,2080,1.3399986170319578
Bhutan,2085,1.3567191960192355
Bhutan,2090,1.3714879939821605
Bhutan,2095,1.3846029365981827
Bhutan,2100,1.3963904615373623
India,2011,1.0
India,2012,1.0064705562859821
India,2013,1.0144629716318871
India,2014,1.0241672548396457
India,2015,1.034921774633933
India,2016,1.0461551096916524
India,2017,1.0552319389395781
India,2018,1.063933923616209
India,2019,1.0686225831946667
India,2020,1.05687313394664
India,2025,1.1022158247513831
India,2030,1.141118137419532
India,2035,1.1718262717493377
India,2040,1.2025268285785848
India,2045,1.233097636737247
India,2050,1.263472120473634
India,2055,1.2937728335574543
India,2060,1.323691757231202
India,2065,1.352555766463337
India,2070,1.3804540904095304
India,2075,1.407472006259728
India,2080,1.4331638863233416
India,2085,1.457599071971256
India,2090,1.4806239884228276
India,2095,1.5027448059397681
India,2100,1.5242514979297783
Maldives,2011,1.0
Maldives,2012,0.9960944873956112
Maldives,2013,1.0024199854891571
Maldives,2014,1.0055155261694617
Maldives,2015,1.0029643192017934
Maldives,2016,1.0084688445081214
Maldives,2017,1.0121687521438414
Maldives,2018,1.0173391146092179
Maldives,2019,1.0242272854309384
Maldives,2020,0.9642534325055502
Maldives,2025,1.04361007743266
Maldives,2030,1.0751146688163489
Maldives,2035,1.1018380719001963
Maldives,2040,1.1237117058487522
Maldives,2045,1.1410101280019278
Maldives,2050,1.1550036932923506
Maldives,2055,1.1671294384143682
Maldives,2060,1.178122381550951
Maldives,2065,1.1879913484889482
Maldives,2070,1.19617493987618
Maldives,2075,1.2029445933670266
Maldives,2080,1.2091057044878715
Maldives,2085,1.2165263474720587
Maldives,2090,1.224909680715353
Maldives,2095,1.2323806698712478
Maldives,2100,1.23803318885931
Nepal,2011,1.0
Nepal,2012,1.007555141677999
Nepal,2013,1.0132836597039574
Nepal,2014,1.0230071684991444
Nepal,2015,1.0289137970429363
Nepal,2016,1.0280863829618323
Nepal,2017,1.04127675141475
Nepal,2018,1.0522857806308148
Nepal,2019,1.0618273900559916
Nepal,2020,1.054328317402471
Nepal,2025,1.0830864219443137
Nepal,2030,1.1194525789023893
Nepal,2035,1.1596573866792022
Nepal,2040,1.2029466070835508
Nepal,2045,1.2471180403017097
Nepal,2050,1.2908231077381165
Nepal,2055,1.3334316780559679
Nepal,2060,1.374834264002324
Nepal,2065,1.4147777166705051
Nepal,2070,1.453000973195014
Nepal,2075,1.4891725951622299
Nepal,2080,1.522598115632709
Nepal,2085,1.553502912993052
Nepal,2090,1.5819204598286127
Nepal,2095,1.608530495826598
Nepal,2100,1.6331796714203708
Pakistan,2011,1.0
Pakistan,2012,1.0026939898489455
Pakistan,2013,1.0072339113088666
Pakistan,2014,1.0124384871396155
Pakistan,2015,1.0179310443317433
Pakistan,2016,1.0248600954846003
Pakistan,2017,1.029865406961843
Pakistan,2018,1.0372749905707153
Pakistan,2019,1.0387158453623602
Pakistan,2020,1.0336634310645632
Pakistan,2025,1.0585487220156407
Pakistan,2030,1.0839861361853855
Pakistan,2035,1.1099555219668606
Pakistan,2040,1.1380199400889262
Pakistan,2045,1.167864300040709
Pakistan,2050,1.198597955956429
Pakistan,2055,1.2296679885540174
Pakistan,2060,1.2604592230523861
Pakistan,2065,1.2911511157559528
Pakistan,2070,1.321414796707435
Pakistan,2075,1.351145010632139
Pakistan,2080,1.379771662253302
Pakistan,2085,1.4069642693339337
Pakistan,2090,1.4324466452872657
Pakistan,2095,1.4563020541296687
Pakistan,2100,1.4787293039067426
Sri Lanka,2011,1.0
Sri Lanka,2012,1.0111423253101322
Sri Lanka,2013,1.0162839815414362
Sri Lanka,2014,1.02476182126366
Sri Lanka,2015,1.0302500403416317
Sri Lanka,2016,1.0370559980097673
Sri Lanka,2017,1.0459863968628216
Sri Lanka,2018,1.048968417145
Sri Lanka,2019,1.0481388678775658
Sri Lanka,2020,1.0404546441894356
Sri Lanka,2025,1.0329965731242563
Sri Lanka,2030,1.050488381426549
Sri Lanka,2035,1.0696605714883072
Sri Lanka,2040,1.0898695853468676
Sri Lanka,2045,1.1110115988404181
Sri Lanka,2050,1.1328976037942262
Sri Lanka,2055,1.155156204783569
Sri Lanka,2060,1.177107381736617
Sri Lanka,2065,1.1982859845092049
Sri Lanka,2070,1.2185006229330124
Sri Lanka,2075,1.2384121869319424
Sri Lanka,2080,1.2574239169274484
Sri Lanka,2085,1.2755430611063066
Sri Lanka,2090,1.2923557969995008
Sri Lanka,2095,1.3078792658086982
Sri Lanka,2100,1.3226565609695677
