n,area_type,y,value
Bhutan,town,2017,0.24810526315789475
Bhutan,town,2018,0.24678947368421053
Bhutan,town,2019,0.24547368421052632
Bhutan,town,2020,0.2441578947368421
Bhutan,town,2021,0.24284210526315791
Bhutan,town,2022,0.2415263157894737
Bhutan,town,2023,0.24021052631578949
Bhutan,town,2024,0.23889473684210527
Bhutan,town,2025,0.23757894736842106
Bhutan,town,2026,0.23626315789473684
Bhutan,town,2027,0.23494736842105263
Bhutan,town,2028,0.23363157894736844
Bhutan,town,2029,0.23231578947368423
Bhutan,town,2030,0.231
Bhutan,town,2031,0.2305
Bhutan,town,2032,0.23
Bhutan,town,2033,0.2295
Bhutan,town,2034,0.229
Bhutan,town,2035,0.2285
Bhutan,town,2036,0.228
Bhutan,town,2037,0.2275
Bhutan,town,2038,0.227
Bhutan,town,2039,0.2265
Bhutan,town,2040,0.226
Bhutan,town,2041,0.2255
Bhutan,town,2042,0.225
Bhutan,town,2043,0.2245
Bhutan,town,2044,0.224
Bhutan,town,2045,0.2235
Bhutan,town,2046,0.223
Bhutan,town,2047,0.2225
Bhutan,town,2048,0.222
Bhutan,town,2049,0.2215
Bhutan,town,2050,0.221
Bhutan,town,2051,0.221
Bhutan,town,2052,0.221
Bhutan,town,2053,0.221
Bhutan,town,2054,0.221
Bhutan,town,2055,0.221
Bhutan,town,2056,0.221
Bhutan,town,2057,0.221
Bhutan,town,2058,0.221
Bhutan,town,2059,0.221
Bhutan,town,2060,0.221
Bhutan,town,2061,0.221
Bhutan,town,2062,0.221
Bhutan,town,2063,0.221
Bhutan,town,2064,0.221
Bhutan,town,2065,0.221
Bhutan,town,2066,0.221
Bhutan,town,2067,0.221
Bhutan,town,2068,0.221
Bhutan,town,2069,0.221
Bhutan,town,2070,0.221
Bhutan,town,2071,0.221
Bhutan,town,2072,0.221
Bhutan,town,2073,0.221
Bhutan,town,2074,0.221
Bhutan,town,2075,0.221
Bhutan,town,2076,0.221
Bhutan,town,2077,0.221
Bhutan,town,2078,0.221
Bhutan,town,2079,0.221
Bhutan,town,2080,0.221
Bhutan,town,2081,0.221
Bhutan,town,2082,0.221
Bhutan,town,2083,0.221
Bhutan,town,2084,0.221
Bhutan,town,2085,0.221
Bhutan,town,2086,0.221
Bhutan,town,2087,0.221
Bhutan,town,2088,0.221
Bhutan,town,2089,0.221
Bhutan,town,2090,0.221
Bhutan,town,2091,0.221
Bhutan,town,2092,0.221
Bhutan,town,2093,0.221
Bhutan,town,2094,0.221
Bhutan,town,2095,0.221
Bhutan,town,2096,0.221
Bhutan,town,2097,0.221
Bhutan,town,2098,0.221
Bhutan,town,2099,0.221
Bhutan,town,2100,0.221
India,city,2011,0.2309
India,city,2012,0.22958421052631578
India,city,2013,0.22826842105263156
India,city,2014,0.22695263157894735
India,city,2015,0.22563684210526316
India,city,2016,0.22432105263157895
India,city,2017,0.22300526315789473
India,city,2018,0.22168947368421052
India,city,2019,0.2203736842105263
India,city,2020,0.2190578947368421
India,city,2021,0.2177421052631579
India,city,2022,0.2164263157894737
India,city,2023,0.21511052631578947
India,city,2024,0.21379473684210526
India,city,2025,0.21247894736842105
India,city,2026,0.21116315789473683
India,city,2027,0.20984736842105262
India,city,2028,0.20853157894736843
India,city,2029,0.20721578947368421
India,city,2030,0.2059
India,city,2031,0.2054
India,city,2032,0.2049
India,city,2033,0.2044
India,city,2034,0.2039
India,city,2035,0.2034
India,city,2036,0.2029
India,city,2037,0.2024
India,city,2038,0.2019
India,city,2039,0.2014
India,city,2040,0.2009
India,city,2041,0.2004
India,city,2042,0.1999
India,city,2043,0.1994
India,city,2044,0.1989
India,city,2045,0.1984
India,city,2046,0.1979
India,city,2047,0.1974
India,city,2048,0.1969
India,city,2049,0.1964
India,city,2050,0.1959
India,city,2051,0.1959
India,city,2052,0.1959
India,city,2053,0.1959
India,city,2054,0.1959
India,city,2055,0.1959
India,city,2056,0.1959
India,city,2057,0.1959
India,city,2058,0.1959
India,city,2059,0.1959
India,city,2060,0.1959
India,city,2061,0.1959
India,city,2062,0.1959
India,city,2063,0.1959
India,city,2064,0.1959
India,city,2065,0.1959
India,city,2066,0.1959
India,city,2067,0.1959
India,city,2068,0.1959
India,city,2069,0.1959
India,city,2070,0.1959
India,city,2071,0.1959
India,city,2072,0.1959
India,city,2073,0.1959
India,city,2074,0.1959
India,city,2075,0.1959
India,city,2076,0.1959
India,city,2077,0.1959
India,city,2078,0.1959
India,city,2079,0.1959
India,city,2080,0.1959
India,city,2081,0.1959
India,city,2082,0.1959
India,city,2083,0.1959
India,city,2084,0.1959
India,city,2085,0.1959
India,city,2086,0.1959
India,city,2087,0.1959
India,city,2088,0.1959
India,city,2089,0.1959
India,city,2090,0.1959
India,city,2091,0.1959
India,city,2092,0.1959
India,city,2093,0.1959
India,city,2094,0.1959
India,city,2095,0.1959
India,city,2096,0.1959
India,city,2097,0.1959
India,city,2098,0.1959
India,city,2099,0.1959
India,city,2100,0.1959
India,large_city,2011,0.4262
India,large_city,2012,0.42883157894736845
India,large_city,2013,0.4314631578947369
India,large_city,2014,0.4340947368421053
India,large_city,2015,0.4367263157894737
India,large_city,2016,0.4393578947368421
India,large_city,2017,0.44198947368421054
India,large_city,2018,0.444621052631579
India,large_city,2019,0.4472526315789474
India,large_city,2020,0.44988421052631583
India,large_city,2021,0.4525157894736842
India,large_city,2022,0.45514736842105263
India,large_city,2023,0.45777894736842106
India,large_city,2024,0.4604105263157895
India,large_city,2025,0.4630421052631579
India,large_city,2026,0.46567368421052635
India,large_city,2027,0.4683052631578948
India,large_city,2028,0.47093684210526315
India,large_city,2029,0.4735684210526316
India,large_city,2030,0.4762
India,large_city,2031,0.4772
India,large_city,2032,0.4782
India,large_city,2033,0.4792
India,large_city,2034,0.4802
India,large_city,2035,0.4812
India,large_city,2036,0.4822
India,large_city,2037,0.4832
India,large_city,2038,0.4842
India,large_city,2039,0.4852
India,large_city,2040,0.4862
India,large_city,2041,0.4872
India,large_city,2042,0.4882
India,large_city,2043,0.4892
India,large_city,2044,0.4902
India,large_city,2045,0.4912
India,large_city,2046,0.4922
India,large_city,2047,0.4932
India,large_city,2048,0.49420000000000003
India,large_city,2049,0.49520000000000003
India,large_city,2050,0.49620000000000003
India,large_city,2051,0.49620000000000003
India,large_city,2052,0.49620000000000003
India,large_city,2053,0.49620000000000003
India,large_city,2054,0.49620000000000003
India,large_city,2055,0.49620000000000003
India,large_city,2056,0.49620000000000003
India,large_city,2057,0.49620000000000003
India,large_city,2058,0.49620000000000003
India,large_city,2059,0.49620000000000003
India,large_city,2060,0.49620000000000003
India,large_city,2061,0.49620000000000003
India,large_city,2062,0.49620000000000003
India,large_city,2063,0.49620000000000003
India,large_city,2064,0.49620000000000003
India,large_city,2065,0.49620000000000003
India,large_city,2066,0.49620000000000003
India,large_city,2067,0.49620000000000003
India,large_city,2068,0.49620000000000003
India,large_city,2069,0.49620000000000003
India,large_city,2070,0.49620000000000003
India,large_city,2071,0.49620000000000003
India,large_city,2072,0.49620000000000003
India,large_city,2073,0.49620000000000003
India,large_city,2074,0.49620000000000003
India,large_city,2075,0.49620000000000003
India,large_city,2076,0.49620000000000003
India,large_city,2077,0.49620000000000003
India,large_city,2078,0.49620000000000003
India,large_city,2079,0.49620000000000003
India,large_city,2080,0.49620000000000003
India,large_city,2081,0.49620000000000003
India,large_city,2082,0.49620000000000003
India,large_city,2083,0.49620000000000003
India,large_city,2084,0.49620000000000003
India,large_city,2085,0.49620000000000003
India,large_city,2086,0.49620000000000003
India,large_city,2087,0.49620000000000003
India,large_city,2088,0.49620000000000003
India,large_city,2089,0.49620000000000003
India,large_city,2090,0.49620000000000003
India,large_city,2091,0.49620000000000003
India,large_city,2092,0.49620000000000003
India,large_city,2093,0.49620000000000003
India,large_city,2094,0.49620000000000003
India,large_city,2095,0.49620000000000003
India,large_city,2096,0.49620000000000003
India,large_city,2097,0.49620000000000003
India,large_city,2098,0.49620000000000003
India,large_city,2099,0.49620000000000003
India,large_city,2100,0.49620000000000003
India,town,2011,0.3386
India,town,2012,0.3372842105263158
India,town,2013,0.3359684210526316
India,town,2014,0.33465263157894737
India,town,2015,0.33333684210526315
India,town,2016,0.33202105263157894
India,town,2017,0.3307052631578947
India,town,2018,0.3293894736842105
India,town,2019,0.3280736842105263
India,town,2020,0.3267578947368421
India,town,2021,0.32544210526315787
India,town,2022,0.3241263157894737
India,town,2023,0.3228105263157895
India,town,2024,0.3214947368421053
India,town,2025,0.32017894736842106
India,town,2026,0.31886315789473685
India,town,2027,0.31754736842105263
India,town,2028,0.3162315789473684
India,town,2029,0.3149157894736842
India,town,2030,0.3136
India,town,2031,0.3131
India,town,2032,0.3126
India,town,2033,0.3121
India,town,2034,0.3116
India,town,2035,0.3111
India,town,2036,0.3106
India,town,2037,0.3101
India,town,2038,0.3096
India,town,2039,0.3091
India,town,2040,0.3086
India,town,2041,0.3081
India,town,2042,0.3076
India,town,2043,0.3071
India,town,2044,0.3066
India,town,2045,0.3061
India,town,2046,0.3056
India,town,2047,0.3051
India,town,2048,0.3046
India,town,2049,0.3041
India,town,2050,0.3036
India,town,2051,0.3036
India,town,2052,0.3036
India,town,2053,0.3036
India,town,2054,0.3036
India,town,2055,0.3036
India,town,2056,0.3036
India,town,2057,0.3036
India,town,2058,0.3036
India,town,2059,0.3036
India,town,2060,0.3036
India,town,2061,0.3036
India,town,2062,0.3036
India,town,2063,0.3036
India,town,2064,0.3036
India,town,2065,0.3036
India,town,2066,0.3036
India,town,2067,0.3036
India,town,2068,0.3036
India,town,2069,0.3036
India,town,2070,0.3036
India,town,2071,0.3036
India,town,2072,0.3036
India,town,2073,0.3036
India,town,2074,0.3036
India,town,2075,0.3036
India,town,2076,0.3036
India,town,2077,0.3036
India,town,2078,0.3036
India,town,2079,0.3036
India,town,2080,0.3036
India,town,2081,0.3036
India,town,2082,0.3036
India,town,2083,0.3036
India,town,2084,0.3036
India,town,2085,0.3036
India,town,2086,0.3036
India,town,2087,0.3036
India,town,2088,0.3036
India,town,2089,0.3036
India,town,2090,0.3036
India,town,2091,0.3036
India,town,2092,0.3036
India,town,2093,0.3036
India,town,2094,0.3036
India,town,2095,0.3036
India,town,2096,0.3036
India,town,2097,0.3036
India,town,2098,0.3036
India,town,2099,0.3036
India,town,2100,0.3036
Maldives,city,2011,0.14
Maldives,city,2012,0.1386842105263158
Maldives,city,2013,0.13736842105263158
Maldives,city,2014,0.13605263157894737
Maldives,city,2015,0.13473684210526318
Maldives,city,2016,0.13342105263157897
Maldives,city,2017,0.13210526315789475
Maldives,city,2018,0.13078947368421054
Maldives,city,2019,0.12947368421052632
Maldives,city,2020,0.1281578947368421
Maldives,city,2021,0.12684210526315792
Maldives,city,2022,0.1255263157894737
Maldives,city,2023,0.1242105263157895
Maldives,city,2024,0.12289473684210528
Maldives,city,2025,0.12157894736842106
Maldives,city,2026,0.12026315789473686
Maldives,city,2027,0.11894736842105265
Maldives,city,2028,0.11763157894736843
Maldives,city,2029,0.11631578947368423
Maldives,city,2030,0.11500000000000002
Maldives,city,2031,0.11450000000000002
Maldives,city,2032,0.11400000000000002
Maldives,city,2033,0.11350000000000002
Maldives,city,2034,0.11300000000000002
Maldives,city,2035,0.11250000000000002
Maldives,city,2036,0.11200000000000002
Maldives,city,2037,0.11150000000000002
Maldives,city,2038,0.11100000000000002
Maldives,city,2039,0.11050000000000001
Maldives,city,2040,0.11000000000000001
Maldives,city,2041,0.10950000000000001
Maldives,city,2042,0.10900000000000003
Maldives,city,2043,0.10850000000000003
Maldives,city,2044,0.10800000000000003
Maldives,city,2045,0.10750000000000003
Maldives,city,2046,0.10700000000000003
Maldives,city,2047,0.10650000000000003
Maldives,city,2048,0.10600000000000002
Maldives,city,2049,0.10550000000000002
Maldives,city,2050,0.10500000000000002
Maldives,city,2051,0.10500000000000002
Maldives,city,2052,0.10500000000000002
Maldives,city,2053,0.10500000000000002
Maldives,city,2054,0.10500000000000002
Maldives,city,2055,0.10500000000000002
Maldives,city,2056,0.10500000000000002
Maldives,city,2057,0.10500000000000002
Maldives,city,2058,0.10500000000000002
Maldives,city,2059,0.10500000000000002
Maldives,city,2060,0.10500000000000002
Maldives,city,2061,0.10500000000000002
Maldives,city,2062,0.10500000000000002
Maldives,city,2063,0.10500000000000002
Maldives,city,2064,0.10500000000000002
Maldives,city,2065,0.10500000000000002
Maldives,city,2066,0.10500000000000002
Maldives,city,2067,0.10500000000000002
Maldives,city,2068,0.10500000000000002
Maldives,city,2069,0.10500000000000002
Maldives,city,2070,0.10500000000000002
Maldives,city,2071,0.10500000000000002
Maldives,city,2072,0.10500000000000002
Maldives,city,2073,0.10500000000000002
Maldives,city,2074,0.10500000000000002
Maldives,city,2075,0.10500000000000002
Maldives,city,2076,0.10500000000000002
Maldives,city,2077,0.10500000000000002
Maldives,city,2078,0.10500000000000002
Maldives,city,2079,0.10500000000000002
Maldives,city,2080,0.10500000000000002
Maldives,city,2081,0.10500000000000002
Maldives,city,2082,0.10500000000000002
Maldives,city,2083,0.10500000000000002
Maldives,city,2084,0.10500000000000002
Maldives,city,2085,0.10500000000000002
Maldives,city,2086,0.10500000000000002
Maldives,city,2087,0.10500000000000002
Maldives,city,2088,0.10500000000000002
Maldives,city,2089,0.10500000000000002
Maldives,city,2090,0.10500000000000002
Maldives,city,2091,0.10500000000000002
Maldives,city,2092,0.10500000000000002
Maldives,city,2093,0.10500000000000002
Maldives,city,2094,0.10500000000000002
Maldives,city,2095,0.10500000000000002
Maldives,city,2096,0.10500000000000002
Maldives,city,2097,0.10500000000000002
Maldives,city,2098,0.10500000000000002
Maldives,city,2099,0.10500000000000002
Maldives,city,2100,0.10500000000000002
Maldives,large_city,2011,0.474
Maldives,large_city,2012,0.4766315789473684
Maldives,large_city,2013,0.47926315789473684
Maldives,large_city,2014,0.48189473684210526
Maldives,large_city,2015,0.4845263157894737
Maldives,large_city,2016,0.4871578947368421
Maldives,large_city,2017,0.4897894736842105
Maldives,large_city,2018,0.4924210526315789
Maldives,large_city,2019,0.49505263157894736
Maldives,large_city,2020,0.4976842105263158
Maldives,large_city,2021,0.5003157894736843
Maldives,large_city,2022,0.5029473684210526
Maldives,large_city,2023,0.505578947368421
Maldives,large_city,2024,0.5082105263157894
Maldives,large_city,2025,0.5108421052631579
Maldives,large_city,2026,0.5134736842105263
Maldives,large_city,2027,0.5161052631578947
Maldives,large_city,2028,0.5187368421052632
Maldives,large_city,2029,0.5213684210526316
Maldives,large_city,2030,0.524
Maldives,large_city,2031,0.525
Maldives,large_city,2032,0.526
Maldives,large_city,2033,0.527
Maldives,large_city,2034,0.528
Maldives,large_city,2035,0.529
Maldives,large_city,2036,0.53
Maldives,large_city,2037,0.531
Maldives,large_city,2038,0.532
Maldives,large_city,2039,0.533
Maldives,large_city,2040,0.534
Maldives,large_city,2041,0.535
Maldives,large_city,2042,0.536
Maldives,large_city,2043,0.537
Maldives,large_city,2044,0.538
Maldives,large_city,2045,0.539
Maldives,large_city,2046,0.54
Maldives,large_city,2047,0.541
Maldives,large_city,2048,0.542
Maldives,large_city,2049,0.543
Maldives,large_city,2050,0.544
Maldives,large_city,2051,0.544
Maldives,large_city,2052,0.544
Maldives,large_city,2053,0.544
Maldives,large_city,2054,0.544
Maldives,large_city,2055,0.544
Maldives,large_city,2056,0.544
Maldives,large_city,2057,0.544
Maldives,large_city,2058,0.544
Maldives,large_city,2059,0.544
Maldives,large_city,2060,0.544
Maldives,large_city,2061,0.544
Maldives,large_city,2062,0.544
Maldives,large_city,2063,0.544
Maldives,large_city,2064,0.544
Maldives,large_city,2065,0.544
Maldives,large_city,2066,0.544
Maldives,large_city,2067,0.544
Maldives,large_city,2068,0.544
Maldives,large_city,2069,0.544
Maldives,large_city,2070,0.544
Maldives,large_city,2071,0.544
Maldives,large_city,2072,0.544
Maldives,large_city,2073,0.544
Maldives,large_city,2074,0.544
Maldives,large_city,2075,0.544
Maldives,large_city,2076,0.544
Maldives,large_city,2077,0.544
Maldives,large_city,2078,0.544
Maldives,large_city,2079,0.544
Maldives,large_city,2080,0.544
Maldives,large_city,2081,0.544
Maldives,large_city,2082,0.544
Maldives,large_city,2083,0.544
Maldives,large_city,2084,0.544
Maldives,large_city,2085,0.544
Maldives,large_city,2086,0.544
Maldives,large_city,2087,0.544
Maldives,large_city,2088,0.544
Maldives,large_city,2089,0.544
Maldives,large_city,2090,0.544
Maldives,large_city,2091,0.544
Maldives,large_city,2092,0.544
Maldives,large_city,2093,0.544
Maldives,large_city,2094,0.544
Maldives,large_city,2095,0.544
Maldives,large_city,2096,0.544
Maldives,large_city,2097,0.544
Maldives,large_city,2098,0.544
Maldives,large_city,2099,0.544
Maldives,large_city,2100,0.544
Maldives,town,2011,0.386
Maldives,town,2012,0.3846842105263158
Maldives,town,2013,0.3833684210526316
Maldives,town,2014,0.38205263157894737
Maldives,town,2015,0.38073684210526315
Maldives,town,2016,0.37942105263157894
Maldives,town,2017,0.3781052631578947
Maldives,town,2018,0.3767894736842105
Maldives,town,2019,0.3754736842105263
Maldives,town,2020,0.3741578947368421
Maldives,town,2021,0.37284210526315786
Maldives,town,2022,0.3715263157894737
Maldives,town,2023,0.3702105263157895
Maldives,town,2024,0.3688947368421053
Maldives,town,2025,0.36757894736842106
Maldives,town,2026,0.36626315789473685
Maldives,town,2027,0.36494736842105263
Maldives,town,2028,0.3636315789473684
Maldives,town,2029,0.3623157894736842
Maldives,town,2030,0.361
Maldives,town,2031,0.3605
Maldives,town,2032,0.36
Maldives,town,2033,0.3595
Maldives,town,2034,0.359
Maldives,town,2035,0.3585
Maldives,town,2036,0.358
Maldives,town,2037,0.3575
Maldives,town,2038,0.357
Maldives,town,2039,0.3565
Maldives,town,2040,0.356
Maldives,town,2041,0.3555
Maldives,town,2042,0.355
Maldives,town,2043,0.3545
Maldives,town,2044,0.354
Maldives,town,2045,0.3535
Maldives,town,2046,0.353
Maldives,town,2047,0.3525
Maldives,town,2048,0.352
Maldives,town,2049,0.3515
Maldives,town,2050,0.351
Maldives,town,2051,0.351
Maldives,town,2052,0.351
Maldives,town,2053,0.351
Maldives,town,2054,0.351
Maldives,town,2055,0.351
Maldives,town,2056,0.351
Maldives,town,2057,0.351
Maldives,town,2058,0.351
Maldives,town,2059,0.351
Maldives,town,2060,0.351
Maldives,town,2061,0.351
Maldives,town,2062,0.351
Maldives,town,2063,0.351
Maldives,town,2064,0.351
Maldives,town,2065,0.351
Maldives,town,2066,0.351
Maldives,town,2067,0.351
Maldives,town,2068,0.351
Maldives,town,2069,0.351
Maldives,town,2070,0.351
Maldives,town,2071,0.351
Maldives,town,2072,0.351
Maldives,town,2073,0.351
Maldives,town,2074,0.351
Maldives,town,2075,0.351
Maldives,town,2076,0.351
Maldives,town,2077,0.351
Maldives,town,2078,0.351
Maldives,town,2079,0.351
Maldives,town,2080,0.351
Maldives,town,2081,0.351
Maldives,town,2082,0.351
Maldives,town,2083,0.351
Maldives,town,2084,0.351
Maldives,town,2085,0.351
Maldives,town,2086,0.351
Maldives,town,2087,0.351
Maldives,town,2088,0.351
Maldives,town,2089,0.351
Maldives,town,2090,0.351
Maldives,town,2091,0.351
Maldives,town,2092,0.351
Maldives,town,2093,0.351
Maldives,town,2094,0.351
Maldives,town,2095,0.351
Maldives,town,2096,0.351
Maldives,town,2097,0.351
Maldives,town,2098,0.351
Maldives,town,2099,0.351
Maldives,town,2100,0.351
Nepal,city,2011,0.3123
Nepal,city,2012,0.3109842105263158
Nepal,city,2013,0.3096684210526316
Nepal,city,2014,0.3083526315789474
Nepal,city,2015,0.30703684210526316
Nepal,city,2016,0.30572105263157895
Nepal,city,2017,0.30440526315789473
Nepal,city,2018,0.3030894736842105
Nepal,city,2019,0.3017736842105263
Nepal,city,2020,0.3004578947368421
Nepal,city,2021,0.2991421052631579
Nepal,city,2022,0.2978263157894737
Nepal,city,2023,0.2965105263157895
Nepal,city,2024,0.2951947368421053
Nepal,city,2025,0.2938789473684211
Nepal,city,2026,0.29256315789473686
Nepal,city,2027,0.29124736842105264
Nepal,city,2028,0.28993157894736843
Nepal,city,2029,0.2886157894736842
Nepal,city,2030,0.2873
Nepal,city,2031,0.2868
Nepal,city,2032,0.2863
Nepal,city,2033,0.2858
Nepal,city,2034,0.2853
Nepal,city,2035,0.2848
Nepal,city,2036,0.2843
Nepal,city,2037,0.2838
Nepal,city,2038,0.2833
Nepal,city,2039,0.2828
Nepal,city,2040,0.2823
Nepal,city,2041,0.2818
Nepal,city,2042,0.2813
Nepal,city,2043,0.2808
Nepal,city,2044,0.2803
Nepal,city,2045,0.2798
Nepal,city,2046,0.2793
Nepal,city,2047,0.2788
Nepal,city,2048,0.2783
Nepal,city,2049,0.2778
Nepal,city,2050,0.2773
Nepal,city,2051,0.2773
Nepal,city,2052,0.2773
Nepal,city,2053,0.2773
Nepal,city,2054,0.2773
Nepal,city,2055,0.2773
Nepal,city,2056,0.2773
Nepal,city,2057,0.2773
Nepal,city,2058,0.2773
Nepal,city,2059,0.2773
Nepal,city,2060,0.2773
Nepal,city,2061,0.2773
Nepal,city,2062,0.2773
Nepal,city,2063,0.2773
Nepal,city,2064,0.2773
Nepal,city,2065,0.2773
Nepal,city,2066,0.2773
Nepal,city,2067,0.2773
Nepal,city,2068,0.2773
Nepal,city,2069,0.2773
Nepal,city,2070,0.2773
Nepal,city,2071,0.2773
Nepal,city,2072,0.2773
Nepal,city,2073,0.2773
Nepal,city,2074,0.2773
Nepal,city,2075,0.2773
Nepal,city,2076,0.2773
Nepal,city,2077,0.2773
Nepal,city,2078,0.2773
Nepal,city,2079,0.2773
Nepal,city,2080,0.2773
Nepal,city,2081,0.2773
Nepal,city,2082,0.2773
Nepal,city,2083,0.2773
Nepal,city,2084,0.2773
Nepal,city,2085,0.2773
Nepal,city,2086,0.2773
Nepal,city,2087,0.2773
Nepal,city,2088,0.2773
Nepal,city,2089,0.2773
Nepal,city,2090,0.2773
Nepal,city,2091,0.2773
Nepal,city,2092,0.2773
Nepal,city,2093,0.2773
Nepal,city,2094,0.2773
Nepal,city,2095,0.2773
Nepal,city,2096,0.2773
Nepal,city,2097,0.2773
Nepal,city,2098,0.2773
Nepal,city,2099,0.2773
Nepal,city,2100,0.2773
Nepal,large_city,2011,0.4164
Nepal,large_city,2012,0.4190315789473684
Nepal,large_city,2013,0.42166315789473685
Nepal,large_city,2014,0.4242947368421053
Nepal,large_city,2015,0.42692631578947365
Nepal,large_city,2016,0.4295578947368421
Nepal,large_city,2017,0.4321894736842105
Nepal,large_city,2018,0.43482105263157894
Nepal,large_city,2019,0.43745263157894737
Nepal,large_city,2020,0.4400842105263158
Nepal,large_city,2021,0.4427157894736842
Nepal,large_city,2022,0.4453473684210526
Nepal,large_city,2023,0.44797894736842103
Nepal,large_city,2024,0.45061052631578946
Nepal,large_city,2025,0.4532421052631579
Nepal,large_city,2026,0.4558736842105263
Nepal,large_city,2027,0.45850526315789475
Nepal,large_city,2028,0.4611368421052631
Nepal,large_city,2029,0.46376842105263155
Nepal,large_city,2030,0.4664
Nepal,large_city,2031,0.4674
Nepal,large_city,2032,0.4684
Nepal,large_city,2033,0.4694
Nepal,large_city,2034,0.4704
Nepal,large_city,2035,0.4714
Nepal,large_city,2036,0.4724
Nepal,large_city,2037,0.4734
Nepal,large_city,2038,0.4744
Nepal,large_city,2039,0.4754
Nepal,large_city,2040,0.4764
Nepal,large_city,2041,0.4774
Nepal,large_city,2042,0.4784
Nepal,large_city,2043,0.4794
Nepal,large_city,2044,0.4804
Nepal,large_city,2045,0.4814
Nepal,large_city,2046,0.4824
Nepal,large_city,2047,0.4834
Nepal,large_city,2048,0.4844
Nepal,large_city,2049,0.4854
Nepal,large_city,2050,0.4864
Nepal,large_city,2051,0.4864
Nepal,large_city,2052,0.4864
Nepal,large_city,2053,0.4864
Nepal,large_city,2054,0.4864
Nepal,large_city,2055,0.4864
Nepal,large_city,2056,0.4864
Nepal,large_city,2057,0.4864
Nepal,large_city,2058,0.4864
Nepal,large_city,2059,0.4864
Nepal,large_city,2060,0.4864
Nepal,large_city,2061,0.4864
Nepal,large_city,2062,0.4864
Nepal,large_city,2063,0.4864
Nepal,large_city,2064,0.4864
Nepal,large_city,2065,0.4864
Nepal,large_city,2066,0.4864
Nepal,large_city,2067,0.4864
Nepal,large_city,2068,0.4864
Nepal,large_city,2069,0.4864
Nepal,large_city,2070,0.4864
Nepal,large_city,2071,0.4864
Nepal,large_city,2072,0.4864
Nepal,large_city,2073,0.4864
Nepal,large_city,2074,0.4864
Nepal,large_city,2075,0.4864
Nepal,large_city,2076,0.4864
Nepal,large_city,2077,0.4864
Nepal,large_city,2078,0.4864
Nepal,large_city,2079,0.4864
Nepal,large_city,2080,0.4864
Nepal,large_city,2081,0.4864
Nepal,large_city,2082,0.4864
Nepal,large_city,2083,0.4864
Nepal,large_city,2084,0.4864
Nepal,large_city,2085,0.4864
Nepal,large_city,2086,0.4864
Nepal,large_city,2087,0.4864
Nepal,large_city,2088,0.4864
Nepal,large_city,2089,0.4864
Nepal,large_city,2090,0.4864
Nepal,large_city,2091,0.4864
Nepal,large_city,2092,0.4864
Nepal,large_city,2093,0.4864
Nepal,large_city,2094,0.4864
Nepal,large_city,2095,0.4864
Nepal,large_city,2096,0.4864
Nepal,large_city,2097,0.4864
Nepal,large_city,2098,0.4864
Nepal,large_city,2099,0.4864
Nepal,large_city,2100,0.4864
Nepal,town,2011,0.2713
Nepal,town,2012,0.26998421052631577
Nepal,town,2013,0.26866842105263156
Nepal,town,2014,0.26735263157894734
Nepal,town,2015,0.2660368421052631
Nepal,town,2016,0.2647210526315789
Nepal,town,2017,0.2634052631578947
Nepal,town,2018,0.26208947368421054
Nepal,town,2019,0.2607736842105263
Nepal,town,2020,0.2594578947368421
Nepal,town,2021,0.2581421052631579
Nepal,town,2022,0.2568263157894737
Nepal,town,2023,0.25551052631578947
Nepal,town,2024,0.25419473684210525
Nepal,town,2025,0.25287894736842104
Nepal,town,2026,0.2515631578947368
Nepal,town,2027,0.2502473684210526
Nepal,town,2028,0.24893157894736842
Nepal,town,2029,0.2476157894736842
Nepal,town,2030,0.2463
Nepal,town,2031,0.2458
Nepal,town,2032,0.2453
Nepal,town,2033,0.2448
Nepal,town,2034,0.2443
Nepal,town,2035,0.2438
Nepal,town,2036,0.2433
Nepal,town,2037,0.2428
Nepal,town,2038,0.2423
Nepal,town,2039,0.2418
Nepal,town,2040,0.2413
Nepal,town,2041,0.2408
Nepal,town,2042,0.24029999999999999
Nepal,town,2043,0.23979999999999999
Nepal,town,2044,0.23929999999999998
Nepal,town,2045,0.23879999999999998
Nepal,town,2046,0.23829999999999998
Nepal,town,2047,0.23779999999999998
Nepal,town,2048,0.23729999999999998
Nepal,town,2049,0.23679999999999998
Nepal,town,2050,0.23629999999999998
Nepal,town,2051,0.23629999999999998
Nepal,town,2052,0.23629999999999998
Nepal,town,2053,0.23629999999999998
Nepal,town,2054,0.23629999999999998
Nepal,town,2055,0.23629999999999998
Nepal,town,2056,0.23629999999999998
Nepal,town,2057,0.23629999999999998
Nepal,town,2058,0.23629999999999998
Nepal,town,2059,0.23629999999999998
Nepal,town,2060,0.23629999999999998
Nepal,town,2061,0.23629999999999998
Nepal,town,2062,0.23629999999999998
Nepal,town,2063,0.23629999999999998
Nepal,town,2064,0.23629999999999998
Nepal,town,2065,0.23629999999999998
Nepal,town,2066,0.23629999999999998
Nepal,town,2067,0.23629999999999998
Nepal,town,2068,0.23629999999999998
Nepal,town,2069,0.23629999999999998
Nepal,town,2070,0.23629999999999998
Nepal,town,2071,0.23629999999999998
Nepal,town,2072,0.23629999999999998
Nepal,town,2073,0.23629999999999998
Nepal,town,2074,0.23629999999999998
Nepal,town,2075,0.23629999999999998
